Customer ID,Gender,Age,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Contract,Churn
6727-IOTLZ,Male,34,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,No,Mailed check,81.95,1181.75,Two year,No
0691-JVSYA,Female,34,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),94.85,5000.2,One year,Yes
5918-VUKWP,Female,34,0,No,No,32,Yes,No,No,No,No,No,No,No,No,No,Bank transfer (automatic),20.55,654.55,One year,No
1744-JHKYS,Female,20,0,Yes,No,34,Yes,Yes,No,No,No,No,No,No,No,No,Electronic check,24.7,780.2,Month-to-month,No
2656-FMOKZ,Female,21,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,74.45,1145.7,Month-to-month,Yes
2070-FNEXE,Female,22,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,No,Bank transfer (automatic),76.45,503.6,Month-to-month,Yes
5947-SGKCL,Female,23,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),105.35,1559.25,Month-to-month,No
3712-PKXZA,Male,24,0,Yes,No,61,Yes,No,No,No,No,No,No,No,No,Yes,Credit card (automatic),20.55,1252,One year,No
6317-YPKDH,Female,25,0,No,No,1,No,No,DSL,No,Yes,No,No,No,No,No,Bank transfer (automatic),29.95,29.95,Month-to-month,Yes
6582-OIVSP,Female,26,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,No,Mailed check,45.3,45.3,Month-to-month,No
9367-WXLCH,Male,27,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,No,Bank transfer (automatic),84.5,662.65,Month-to-month,Yes
5524-KHNJP,Male,28,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,No,Credit card (automatic),74.75,2453.3,One year,No
1918-ZBFQJ,Female,29,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Yes,Electronic check,79.25,1111.65,Month-to-month,Yes
1024-GUALD,Female,30,0,Yes,No,1,No,No,DSL,No,No,No,No,No,No,Yes,Electronic check,24.8,24.8,Month-to-month,Yes
4827-USJHP,Male,31,0,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Yes,Mailed check,51.8,1023.85,Month-to-month,No
8167-GJLRN,Male,32,0,No,No,3,No,No,DSL,No,No,No,Yes,No,No,No,Electronic check,30.4,82.15,Month-to-month,No
0956-SYCWG,Female,33,0,No,No,13,Yes,No,No,No,No,No,No,No,No,No,Electronic check,19.65,244.8,One year,No
8017-UVSZU,Female,34,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Credit card (automatic),56.6,2379.1,Month-to-month,No
7100-FQPRV,Male,35,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Credit card (automatic),71.9,3173.35,One year,No
2472-OVKUP,Male,36,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Electronic check,91.0,531,Month-to-month,Yes
2984-RGEYA,Female,37,0,Yes,Yes,69,Yes,No,No,No,No,No,No,No,No,No,Bank transfer (automatic),19.75,1375.4,Two year,No
9680-NIAUV,Female,38,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,Credit card (automatic),109.7,8129.3,Two year,No
2146-EGVDT,Male,39,0,Yes,Yes,59,Yes,No,No,No,No,No,No,No,No,No,Credit card (automatic),19.3,1192.7,Two year,No
2604-IJPDU,Female,40,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Electronic check,96.55,1901.65,Month-to-month,No
9178-JHUVJ,Male,41,0,Yes,Yes,24,Yes,Yes,No,No,No,No,No,No,No,Yes,Bank transfer (automatic),24.1,587.4,Two year,No
6168-YBYNP,Male,42,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,111.35,6519.75,Month-to-month,No
7255-SSFBC,Male,43,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),112.25,8041.65,Two year,No
3645-DEYGF,Male,44,0,No,Yes,1,Yes,No,No,No,No,No,No,No,No,No,Mailed check,20.75,20.75,Month-to-month,No
9323-HGFWY,Female,45,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Credit card (automatic),101.9,2681.15,One year,No
8544-GOQSH,Female,46,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Yes,Credit card (automatic),80.05,1112.3,Month-to-month,No
3363-DTIVD,Male,47,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,Electronic check,105.55,7405.5,Two year,No
7018-WBJNK,Male,48,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Credit card (automatic),78.3,1033.95,Month-to-month,No
9142-KZXOP,Male,49,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,No,Credit card (automatic),68.85,2958.95,Month-to-month,No
7674-YTAFD,Female,50,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Yes,Bank transfer (automatic),79.95,2684.85,One year,No
6348-SNFUS,Male,51,0,Yes,Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Credit card (automatic),55.45,4179.2,Two year,No
1285-OKIPP,Male,52,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,No,Electronic check,79.9,79.9,Month-to-month,Yes
7825-ECJRF,Female,53,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Electronic check,106.6,1934.45,Month-to-month,Yes
1347-KTTTA,Male,54,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),102.45,6654.1,One year,No
7841-TZDMQ,Male,55,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Yes,Credit card (automatic),46.0,84.5,Month-to-month,Yes
4195-NZGTA,Female,56,0,No,No,1,No,No,DSL,No,No,No,No,No,No,No,Electronic check,25.25,25.25,Month-to-month,No
7157-SMCFK,Male,57,0,No,Yes,61,Yes,No,No,No,No,No,No,No,No,No,Mailed check,19.75,1124.2,Two year,No
4709-LKHYG,Female,58,0,Yes,Yes,29,Yes,No,No,No,No,No,No,No,No,No,Electronic check,20.0,540.05,One year,No
2504-DSHIH,Male,20,1,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,No,Electronic check,86.8,1975.85,Month-to-month,No
0699-NDKJM,Female,21,0,Yes,No,57,No,No ,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),58.75,3437.45,Month-to-month,No
9286-BHDQG,Male,22,0,Yes,Yes,72,No,No ,DSL,Yes,Yes,Yes,Yes,No,No,No,Credit card (automatic),45.25,3139.8,Two year,No
0230-WEQUW,Male,23,0,Yes,No,66,No,No ,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),56.6,3789.2,Two year,No
2040-LDIWQ,Male,24,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),84.2,5324.5,Two year,No
6496-JDSSB,Female,25,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Bank transfer (automatic),80.0,624.6,Month-to-month,No
9408-SSNVZ,Female,26,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.15,268.35,Month-to-month,Yes
4443-EMBNA,Female,27,0,Yes,No,71,Yes,Yes,No,No,No,No,No,No,No,No,Bank transfer (automatic),24.75,1836.9,Two year,No
6469-MRVET,Male,28,0,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,Yes,Electronic check,20.2,20.2,One year,No
0742-MOABM,Male,29,0,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No,No,No,Mailed check,50.05,179.35,Month-to-month,Yes
5961-VUSRV,Female,30,0,No,No,12,Yes,No,No,No,No,No,No,No,No,Yes,Bank transfer (automatic),19.35,219.35,One year,No
6778-JFCMK,Male,31,0,No,No,24,No,No,DSL,Yes,No,No,No,Yes,Yes,Yes,Mailed check,50.6,1288.75,One year,No
6341-JVQGF,Female,32,0,Yes,Yes,31,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Mailed check,81.15,2545.75,One year,No
2232-DMLXU,Female,33,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,No,Mailed check,55.2,55.2,Month-to-month,Yes
4811-JBUVU,Male,34,0,No,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Yes,Credit card (automatic),89.9,2723.15,Month-to-month,No
0945-TSONX,Female,20,0,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Credit card (automatic),85.3,4107.25,Two year,No
2651-ZCBXV,Male,21,0,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Credit card (automatic),108.0,5760.65,Two year,No
3316-UWXUY,Male,22,0,No,No,50,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,Credit card (automatic),93.5,4747.5,Month-to-month,No
8937-RDTHP,Male,23,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Yes,Mailed check,84.6,84.6,Month-to-month,Yes
7083-MIOPC,Female,24,0,No,No,72,Yes,No,No,No,No,No,No,No,No,No,Credit card (automatic),20.25,1566.9,Two year,No
1984-GPTEH,Female,25,0,No,No,29,Yes,Yes,No,No,No,No,No,No,No,No,Electronic check,25.15,702,Month-to-month,No
1251-KRREG,Male,26,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Yes,Mailed check,54.4,114.1,Month-to-month,Yes
0621-JFHOL,Female,27,0,No,No,10,No,No ,DSL,No,No,No,Yes,No,No,Yes,Mailed check,29.6,299.05,Two year,No
9903-LYSAB,Male,28,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,73.15,1305.95,Month-to-month,No
0094-OIFMO,Female,29,1,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,95.0,1120.3,Month-to-month,Yes
9227-UAQFT,Male,30,0,No,No,16,Yes,No,No,No,No,No,No,No,No,No,Mailed check,19.75,284.35,Two year,No
7301-ABVAD,Female,31,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),86.6,6350.5,Two year,No
6614-FHDBO,Male,32,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),109.2,7878.3,Two year,No
7576-ASEJU,Female,33,0,Yes,Yes,41,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Credit card (automatic),74.7,3187.65,One year,No
9058-HRZSV,Female,34,1,Yes,No,65,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,No,Electronic check,94.4,6126.15,Month-to-month,No
4522-AKYLR,Female,35,1,No,No,13,Yes,No,DSL,No,Yes,Yes,No,No,No,Yes,Electronic check,54.8,731.3,Month-to-month,No
0221-WMXNQ,Male,36,1,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,No,Electronic check,75.35,273.4,Month-to-month,No
0303-UNCIP,Male,37,0,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,Yes,No,Mailed check,65.0,2531.8,One year,No
9947-OTFQU,Male,38,1,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,Electronic check,74.4,1074.3,Month-to-month,Yes
0322-YINQP,Male,39,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Mailed check,48.55,48.55,Month-to-month,Yes
0959-WHOKV,Male,40,0,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Electronic check,99.0,4298.45,One year,No
4075-JFPGR,Female,20,0,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,Electronic check,93.5,4619.55,One year,No
4629-NRXKX,Female,21,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,No,Electronic check,70.4,147.15,Month-to-month,Yes
9514-JDSKI,Male,22,1,Yes,No,1,No,No,DSL,No,Yes,No,No,Yes,No,No,Electronic check,40.2,40.2,Month-to-month,Yes
3282-ZISZV,Male,23,0,No,Yes,32,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),83.7,2633.3,One year,No
3675-YDUPJ,Male,24,0,No,No,10,Yes,No,No,No,No,No,No,No,No,Yes,Mailed check,19.85,193.05,Month-to-month,No
4111-BNXIF,Female,25,0,Yes,Yes,67,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,59.55,4103.9,Two year,No
7017-VFHAY,Female,26,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),115.1,7008.15,Two year,No
6655-LHBYW,Male,27,0,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),114.35,5791.1,One year,No
4959-JOSRX,Female,28,0,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Yes,Credit card (automatic),44.6,80.55,Month-to-month,Yes
5046-NUHWD,Female,29,1,Yes,No,29,No,No,DSL,Yes,No,Yes,No,No,Yes,Yes,Electronic check,45.0,1228.65,Month-to-month,No
7273-TEFQD,Male,30,1,No,No,3,No,No,DSL,No,No,Yes,No,No,Yes,Yes,Electronic check,41.15,132.2,Month-to-month,Yes
3606-TWKGI,Male,31,1,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,106.9,1364.3,Month-to-month,Yes
7529-ZDFXI,Male,20,1,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes,Electronic check,89.85,4925.35,Month-to-month,No
7605-BDWDC,Female,21,0,No,No,31,No,No ,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Bank transfer (automatic),49.85,1520.1,Two year,No
1950-KSVVJ,Female,22,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Mailed check,113.3,5032.25,One year,No
0123-CRBRT,Female,23,0,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Mailed check,88.1,5526.75,Two year,No
6292-TOSSS,Male,24,0,No,No,50,Yes,Yes,No,No,No,No,No,No,No,No,Bank transfer (automatic),24.9,1195.25,Two year,No
3197-ARFOY,Female,25,1,No,No,19,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Mailed check,105.0,2007.25,Month-to-month,No
6323-AYBRX,Male,26,0,No,No,59,Yes,No,No,No,No,No,No,No,No,No,Mailed check,19.35,1099.6,Two year,Yes
7014-ZZXAW,Female,27,0,Yes,No,71,Yes,Yes,No,No,No,No,No,No,No,Yes,Credit card (automatic),24.25,1732.95,Two year,No
4385-GZQXV,Female,28,1,No,No,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Electronic check,94.45,1511.2,Month-to-month,Yes
7633-MVPUY,Male,29,0,Yes,No,57,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Yes,Electronic check,59.75,3450.15,Two year,No
6366-ZGQGL,Male,30,0,No,No,1,No,No,DSL,No,No,No,No,No,No,No,Bank transfer (automatic),24.8,24.8,Month-to-month,Yes
4716-HHKQH,Male,31,1,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,No,Electronic check,107.05,2172.05,Month-to-month,No
5940-AHUHD,Male,32,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,No,Mailed check,70.6,70.6,Month-to-month,Yes
6432-TWQLB,Male,33,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Yes,Electronic check,85.4,401.1,Month-to-month,Yes
4484-GLZOU,Female,20,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,105.05,5624.85,Month-to-month,Yes
3179-GBRWV,Male,20,1,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Yes,Bank transfer (automatic),64.95,1339.8,Month-to-month,No
8645-KWHJO,Male,20,0,No,No,14,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,55.0,771.95,Month-to-month,No
4130-MZLCC,Female,20,0,No,No,5,Yes,No,DSL,No,Yes,No,No,No,No,No,Bank transfer (automatic),50.55,244.75,Month-to-month,No
0314-TKOSI,Female,22,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,No,Mailed check,55.15,322.9,Month-to-month,No
8229-MYEJZ,Female,22,0,No,No,10,Yes,No,DSL,No,Yes,No,No,No,No,No,Electronic check,51.2,498.25,Month-to-month,No
2080-SRCDE,Female,22,0,No,Yes,1,Yes,Yes,No,No,No,No,No,No,No,No,Mailed check,25.4,25.4,Month-to-month,No
9577-WJVCQ,Female,22,0,No,No,68,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Mailed check,54.45,3687.75,Month-to-month,No
9512-UIBFX,Male,23,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,No,Mailed check,95.15,1779.95,Month-to-month,Yes
6202-DYYFX,Female,23,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Credit card (automatic),76.0,1783.6,One year,No
3808-HFKDE,Female,23,0,No,No,20,Yes,No,DSL,No,No,No,No,No,No,Yes,Electronic check,44.35,927.15,Month-to-month,No
5583-SXDAG,Male,23,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,No,Electronic check,70.0,70,Month-to-month,Yes
3488-PGMQJ,Male,24,1,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,Electronic check,74.5,606.55,Month-to-month,Yes
3580-REOAC,Male,24,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Yes,Credit card (automatic),44.85,435.4,Month-to-month,Yes
7534-BFESC,Male,24,1,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,76.1,1712.7,Month-to-month,Yes
3727-OWVYD,Male,24,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No,Mailed check,61.2,2021.2,One year,No
2294-SALNE,Male,24,0,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,No,Mailed check,86.8,1940.8,One year,No
4847-TAJYI,Female,24,1,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,89.35,567.8,Month-to-month,No
1563-IWQEX,Female,24,0,No,No,12,Yes,No,No,No,No,No,No,No,No,No,Mailed check,19.7,220.35,Month-to-month,No
8203-XJZRC,Male,25,0,No,No,1,Yes,No,No,No,No,No,No,No,No,No,Mailed check,20.25,20.25,Month-to-month,No
6556-DBKZF,Female,25,0,Yes,Yes,71,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,Electronic check,76.05,5436.45,Two year,No
6851-WEFYX,Male,25,1,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,100.8,3437.5,Month-to-month,No
2985-JUUBZ,Male,25,0,Yes,Yes,40,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Electronic check,74.55,3015.75,Month-to-month,No
6390-DSAZX,Female,25,0,No,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Yes,Mailed check,73.6,73.6,Month-to-month,Yes
0895-LMRSF,Male,25,0,No,No,23,Yes,No,DSL,No,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),64.9,1509.8,One year,No
8098-LLAZX,Female,25,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,95.45,396.1,Month-to-month,Yes
8266-VBFQL,Male,20,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,Electronic check,90.4,356.65,Month-to-month,No
8181-YHCMF,Female,21,0,Yes,Yes,68,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),60.3,4109,Two year,No
2240-HSJQD,Male,22,0,No,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Mailed check,81.85,3141.7,Month-to-month,No
1248-DYXUB,Male,23,0,Yes,Yes,52,Yes,Yes,No,No,No,No,No,No,No,No,Mailed check,24.8,1229.1,Two year,No
0265-EDXBD,Male,24,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,74.9,2303.35,Month-to-month,Yes
4115-BNPJY,Male,25,0,Yes,Yes,29,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,No,Mailed check,75.55,2054.4,Two year,No
3167-SNQPL,Male,26,1,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,No,Electronic check,101.15,3741.85,Month-to-month,No
4091-TVOCN,Male,27,0,No,Yes,48,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),78.75,3682.45,One year,No
1098-TDVUQ,Female,28,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Yes,Bank transfer (automatic),19.25,19.25,Month-to-month,No
7277-OZCGZ,Female,29,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Yes,Electronic check,89.05,1886.25,Month-to-month,No
1557-EMYVT,Female,30,0,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),115.05,4895.1,Two year,No
2799-ARNLO,Female,20,1,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.35,341.6,Month-to-month,No
7563-BIUPC,Male,21,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,80.6,415.55,Month-to-month,Yes
5027-YOCXN,Male,22,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No,Credit card (automatic),110.05,5686.4,One year,No
3973-SKMLN,Male,23,0,No,No,71,Yes,No,No,No,No,No,No,No,No,Yes,Credit card (automatic),19.9,1355.1,Two year,No
2321-OMBXY,Female,24,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Credit card (automatic),80.3,3058.65,One year,Yes
2840-XANRC,Male,25,1,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,93.15,2231.05,Month-to-month,Yes
6745-JEFZB,Male,26,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Yes,Credit card (automatic),91.5,3236.35,Month-to-month,No
5020-ZSTTY,Female,27,1,No,No,54,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Bank transfer (automatic),82.45,4350.1,One year,Yes
9880-TDQAC,Female,28,0,Yes,Yes,72,No,No ,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,60.0,4264,Two year,No
8705-WZCYL,Male,29,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Yes,Electronic check,44.8,44.8,Month-to-month,No
7102-JJVTX,Female,30,0,Yes,Yes,9,Yes,No,DSL,Yes,No,No,No,No,No,No,Mailed check,48.6,422.3,One year,No
8626-PTQGE,Male,31,0,No,No,69,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),60.05,4176.7,Two year,No
4983-CLMLV,Female,32,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Credit card (automatic),102.7,5138.1,Month-to-month,No
5701-YVSVF,Female,33,1,Yes,No,11,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Yes,Electronic check,82.9,880.05,Month-to-month,No
5804-LEPIM,Female,34,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.35,139.05,Month-to-month,Yes
5697-GOMBF,Female,20,1,Yes,Yes,28,No,No,DSL,No,No,No,No,Yes,No,Yes,Electronic check,35.9,973.65,Month-to-month,No
2739-CACDQ,Female,21,1,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,Credit card (automatic),82.65,1470.05,Month-to-month,No
9385-EHGDO,Female,22,0,Yes,Yes,35,Yes,No,No,No,No,No,No,No,No,Yes,Mailed check,19.85,739.35,Two year,No
9498-FIMXL,Female,23,0,No,No,8,Yes,No,No,No,No,No,No,No,No,Yes,Mailed check,19.2,161.95,One year,No
2379-GYFLQ,Male,24,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,Credit card (automatic),94.9,4422.95,One year,No
0122-OAHPZ,Female,25,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,73.85,511.25,Month-to-month,Yes
2868-SNELZ,Female,26,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,No,Mailed check,80.6,155.8,Month-to-month,Yes
4322-RCYMT,Male,27,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),75.8,5293.95,One year,Yes
6680-NENYN,Female,28,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,104.6,4759.85,Two year,Yes
2088-IEBAU,Female,29,0,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,88.15,6148.45,Two year,No
7982-VCELR,Female,30,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Credit card (automatic),94.8,3565.65,Month-to-month,No
1343-EHPYB,Male,31,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,103.4,6603,Month-to-month,Yes
6035-BXTTY,Female,32,1,No,No,32,Yes,No,DSL,No,Yes,No,Yes,No,No,No,Bank transfer (automatic),54.65,1830.1,Month-to-month,No
6885-PKOAM,Female,33,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),85.75,6223.8,Two year,No
7520-HQWJU,Female,34,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,Bank transfer (automatic),67.45,4508.65,Month-to-month,No
9639-BUJXT,Male,35,0,No,No,63,Yes,No,No,No,No,No,No,No,No,No,Mailed check,20.5,1328.15,One year,No
5924-SNGKP,Female,36,0,No,Yes,41,Yes,No,No,No,No,No,No,No,No,Yes,Credit card (automatic),20.25,865,One year,No
0021-IKXGC,Female,37,1,No,No,1,Yes,Yes,Fiber optic,No ,No,No,No,No,No,Yes,Electronic check,72.1,72.1,Month-to-month,No
2034-GDRCN,Female,38,0,No,No,2,Yes,No,Fiber optic,No ,No,No,No,Yes,Yes,Yes,Electronic check,90.4,168.2,Month-to-month,Yes
8966-SNIZF,Female,39,0,Yes,No,70,Yes,No,No,No,No,No,No,No,No,No,Bank transfer (automatic),19.45,1303.5,Two year,No
