PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Customer ID
Yes,Electronic check,74.35,74.35,8372-JUXUI
Yes,Bank transfer (automatic),104.8,6597.25,3552-CTCYF
Yes,Electronic check,59,114.15,6778-YSNIH
Yes,Electronic check,74.4,139.4,0388-EOPEX
No,Bank transfer (automatic),64.05,3902.6,5756-OZRIO
No,Mailed check,20.4,20.4,6579-JPICP
Yes,Bank transfer (automatic),43.75,903.6,8205-OTCHB
No,Mailed check,60.9,1785.65,4134-BSXLX
No,Bank transfer (automatic),19.8,1397.65,0505-SPOOW
No,Electronic check,28.45,131.05,6235-VDHOM
Yes,Bank transfer (automatic),99.7,1238.45,7783-YKGDV
No,Credit card (automatic),116.25,3899.05,4374-YMUSQ
Yes,Credit card (automatic),80.7,5676,4513-CXYIX
No,Bank transfer (automatic),65.2,4543.15,3957-HHLMR
Yes,Bank transfer (automatic),84.05,4326.8,7803-XOCCZ
Yes,Credit card (automatic),79.45,5502.55,5736-YEJAX
Yes,Electronic check,94.1,1782.4,5609-CEBID
Yes,Mailed check,78,851.8,8981-FJGLA
Yes,Electronic check,94.2,167.5,7218-HKQFK
Yes,Electronic check,80.5,502.85,4636-QRJKY
No,Mailed check,19.85,19.85,1135-LMECX
No,Credit card (automatic),94.3,1818.3,4332-MUOEZ
Yes,Electronic check,106.45,6300.15,8535-SFUTN
Yes,Electronic check,74.35,334.8,5956-VKDTT
Yes,Bank transfer (automatic),105.45,5916.95,8677-HDZEE
Yes,Credit card (automatic),95,2852.4,2475-MROZF
No,Bank transfer (automatic),104.8,4131.95,9412-GHEEC
No,Mailed check,54.3,1546.3,3482-ABPKK
No,Electronic check,70.05,302.6,6705-LXORM
Yes,Bank transfer (automatic),75.2,1929.35,0257-ZESQC
No,Credit card (automatic),20.05,265.45,7531-GQHME
Yes,Electronic check,105.4,6989.45,5174-ITUMV
Yes,Electronic check,51.6,1442,4109-CYRBD
No,Bank transfer (automatic),85.5,4713.4,0913-XWSCN
No,Bank transfer (automatic),75.6,1758.6,6825-UYPFK
Yes,Electronic check,100.05,3480,8397-MVTAZ
No,Electronic check,91.25,4738.3,0750-EBAIU
Yes,Credit card (automatic),115.75,8399.15,8606-CIQUL
Yes,Credit card (automatic),94.7,5430.35,3571-DPYUH
No,Mailed check,19.6,686.95,7601-GNDYK
Yes,Bank transfer (automatic),99.9,5706.3,0356-OBMAC
Yes,Credit card (automatic),21.1,490.65,8067-NIOYM
No,Credit card (automatic),20.05,1360.25,1403-GYAFU
Yes,Electronic check,79.95,174.45,4234-XTNEA
Yes,Credit card (automatic),107.15,7379.8,1297-VQDRP
Yes,Electronic check,85,85,9282-IZGQK
Yes,Electronic check,89.55,1021.75,5348-CAGXB
Yes,Bank transfer (automatic),81.55,5029.05,0621-HJWXJ
Yes,Mailed check,58.45,1955.4,5844-QVTAT
Yes,Credit card (automatic),95.65,6744.2,8905-IAZPF
Yes,Bank transfer (automatic),80.6,4946.7,5394-MEITZ
Yes,Bank transfer (automatic),113.1,8248.5,6859-QNXIQ
Yes,Mailed check,58.95,601.6,2782-LFZVW
No,Mailed check,19.55,19.55,2866-IKBTM
Yes,Bank transfer (automatic),86.05,834.1,1342-JPNKI
Yes,Credit card (automatic),45.55,597,2817-NTQDO
Yes,Bank transfer (automatic),78.95,2647.2,7129-AZJDE
Yes,Mailed check,86.3,3266,6986-IJDHX
Yes,Bank transfer (automatic),105.05,6744.25,2560-PPCHE
Yes,Bank transfer (automatic),101.9,5265.5,4676-MQUEA
No,Mailed check,19.75,311.6,8138-EALND
Yes,Bank transfer (automatic),110.3,7966.9,3580-HYCSP
Yes,Bank transfer (automatic),115.6,8220.4,1352-HNSAW
No,Bank transfer (automatic),19.35,1153.25,2075-PUEPR
Yes,Credit card (automatic),25.6,514.75,1982-FEBTD
Yes,Bank transfer (automatic),80.35,2596.15,5301-GAUUY
Yes,Bank transfer (automatic),68.75,3808,5791-KAJFD
No,Bank transfer (automatic),19.9,19.9,2654-VBVPB
No,Mailed check,70.6,2708.2,1154-HYWWO
No,Electronic check,70.2,760.05,2501-XWWTZ
Yes,Electronic check,49.3,49.3,3716-UVSPD
Yes,Electronic check,107.25,6033.3,6815-ABQFQ
Yes,Mailed check,23.6,89.05,7343-EOBEU
No,Credit card (automatic),69.7,516.15,3701-SFMUH
Yes,Credit card (automatic),99.5,5861.75,6103-LIANB
No,Bank transfer (automatic),64.3,445.95,7319-VENRZ
Yes,Credit card (automatic),70.85,4973.4,5846-NEQVZ
No,Electronic check,101.9,1667.25,6967-QIQRV
No,Credit card (automatic),73.5,5357.75,5781-RFZRP
Yes,Electronic check,100.25,3527.6,0939-YAPAF
Yes,Credit card (automatic),40.4,422.6,0308-IVGOK
Yes,Credit card (automatic),19.25,1103.25,7293-LSCDV
No,Bank transfer (automatic),59.6,2754,7025-WCBNE
No,Credit card (automatic),64.9,697.25,5756-JYOJT
No,Credit card (automatic),100.3,5614.45,4710-FDUIZ
Yes,Electronic check,110.85,3204.4,6030-REHUX
Yes,Mailed check,81.05,4747.65,9548-LIGTA
No,Bank transfer (automatic),98.05,3082.1,5150-LJNSR
Yes,Electronic check,70.5,597.9,8270-RKSAP
Yes,Electronic check,94.55,3365.4,6522-YRBXD
Yes,Mailed check,19.65,38.8,2640-LYMOV
No,Mailed check,19,233.55,1218-VKFPE
No,Mailed check,75.3,75.3,3627-FHKBK
Yes,Electronic check,89.2,346.2,2865-TCHJW
Yes,Mailed check,19,19,1423-BMPBQ
Yes,Mailed check,20,61.7,2393-DIVAI
Yes,Electronic check,85.7,85.7,5192-EBGOV
Yes,Credit card (automatic),63.25,3342.45,4568-KNYWR
No,Mailed check,20.1,85.1,8752-IMQOS
Yes,Electronic check,99.15,7422.1,0742-LAFQK
No,Electronic check,90.4,6668.05,0795-LAFGP
Yes,Credit card (automatic),111.9,8071.05,0619-OLYUR
No,Electronic check,24.9,1174.8,5512-IDZEI
No,Credit card (automatic),83.5,5435,0459-SPZHJ
Yes,Credit card (automatic),84.3,2438.6,0215-BQKGS
No,Mailed check,45.6,45.6,9244-ZVAPM
Yes,Mailed check,61.65,713.75,0719-SYFRB
No,Mailed check,54.85,916.15,8208-EUMTE
No,Mailed check,65.55,237.2,5172-MIGPM
Yes,Credit card (automatic),90.35,4614.55,1710-RCXUS
Yes,Credit card (automatic),20.4,1414.45,0374-FIUCA
Yes,Credit card (automatic),74.55,1170.5,5839-SUYVZ
No,Mailed check,19.95,47.7,5173-ZXXXL
Yes,Bank transfer (automatic),74.25,4859.25,1096-ADRUX
No,Electronic check,108.65,4903.2,2001-MCUUW
Yes,Bank transfer (automatic),109.55,3608,2731-GJRDG
No,Credit card (automatic),86.65,6094.25,4723-BEGSG
No,Credit card (automatic),81,3084.9,6516-NKQBO
No,Credit card (automatic),47.85,2356.75,8672-OAUPW
No,Bank transfer (automatic),114.55,8306.05,8207-DMRVL
No,Bank transfer (automatic),105.25,6786.4,3419-SNJJD
Yes,Electronic check,29.95,248.95,6543-CPZMK
No,Mailed check,65,663.05,4765-OXPPD
No,Mailed check,20.55,1357.1,2804-ETQDK
Yes,Credit card (automatic),109.8,4860.35,6689-VRRTK
No,Bank transfer (automatic),69.5,3418.2,7138-GIRSH
No,Mailed check,48.85,631.4,9396-ZSFLL
Yes,Credit card (automatic),25.25,186.3,6464-KEXXH
Yes,Credit card (automatic),102.85,6976.75,7134-MJPDY
Yes,Bank transfer (automatic),87.55,4884.85,5240-CAOYT
Yes,Bank transfer (automatic),78.55,522.95,4059-IIEBK
Yes,Bank transfer (automatic),34.55,362.6,4881-JVQOD
Yes,Electronic check,92.05,5755.8,0516-UXRMT
Yes,Electronic check,85.05,3355.65,4851-BQDNX
No,Mailed check,19.7,406.95,5148-HKFIR
No,Bank transfer (automatic),20,137.6,1009-IRMNA
Yes,Electronic check,95.15,2395.7,3003-CMDUU
No,Electronic check,84.25,1968.1,5016-IBERQ
No,Credit card (automatic),104.6,6819.45,6797-UCJHZ
No,Electronic check,111.65,7943.45,2469-DTSGX
No,Credit card (automatic),90.05,4547.25,4554-YGZIH
Yes,Bank transfer (automatic),110.75,4687.9,5099-BAILX
No,Bank transfer (automatic),55,2473.95,9931-KGHOA
No,Credit card (automatic),89.85,6562.9,1775-KWJKQ
No,Mailed check,20.35,176.3,7665-VIGUD
Yes,Bank transfer (automatic),54.55,2236.2,9411-TPQQV
Yes,Electronic check,105.5,6985.65,7207-RMRDB
No,Bank transfer (automatic),99.45,3109.9,7954-MLBUN
No,Credit card (automatic),70.9,4911.35,2077-DDHJK
Yes,Bank transfer (automatic),104.55,5794.65,4913-EHYUI
Yes,Electronic check,85.25,855.3,0195-IESCP
No,Bank transfer (automatic),25.4,1620.2,9574-BOSMD
No,Electronic check,56.15,2499.3,4580-TMHJU
Yes,Electronic check,89.55,89.55,0970-ETWGE
Yes,Bank transfer (automatic),89.85,4287.2,4908-XAXAY
Yes,Electronic check,25.25,394.85,8404-VLQFB
Yes,Electronic check,94.55,1899.65,1626-ERCMM
Yes,Mailed check,45.7,45.7,0887-HJGAR
Yes,Electronic check,69.65,3442.15,2391-IPLOP
No,Electronic check,89.5,161.5,5644-PDMZC
No,Credit card (automatic),70,1732.6,3509-GWQGF
Yes,Bank transfer (automatic),69.55,222.3,9576-ANLXO
Yes,Mailed check,74.6,74.6,2024-BASKD
No,Mailed check,20.1,655.3,5845-BZZIB
No,Mailed check,24.8,475.25,1140-UKVZG
No,Electronic check,19.65,164.3,4160-AMJTL
Yes,Credit card (automatic),95.1,865.1,5183-SNMJQ
Yes,Credit card (automatic),88.85,6132.7,8100-PNJMH
No,Bank transfer (automatic),78.8,3597.5,7838-LAZFO
No,Mailed check,19.85,35.9,4464-JCOLN
No,Bank transfer (automatic),20.35,697.65,2085-JVGAD
Yes,Mailed check,24.25,96.05,5650-VDUDS
No,Mailed check,45.25,428.7,8095-WANWK
No,Mailed check,20.05,20.05,3030-ZKIWL
Yes,Mailed check,69.55,4459.15,9565-FLVCG
No,Bank transfer (automatic),19.5,1167.6,8755-OGKNA
Yes,Mailed check,74.75,238.1,2800-VEQXM
No,Electronic check,69.65,145.15,7538-GWHML
Yes,Bank transfer (automatic),30.2,1453.1,5533-RJFTJ
No,Mailed check,45.65,191.05,3859-CVCET
No,Bank transfer (automatic),57.8,4039.3,0214-JHPFW
Yes,Bank transfer (automatic),19.85,1039.45,5642-MHDQT
No,Credit card (automatic),25.55,1336.1,3088-FVYWK
Yes,Mailed check,75.05,75.05,3276-HDUEG
Yes,Credit card (automatic),24.85,493.4,9092-GDZKO
Yes,Electronic check,49.15,2550.9,0823-HSCDJ
Yes,Electronic check,110.35,7246.15,3729-OWRVL
No,Bank transfer (automatic),24.55,1203.95,2324-AALNO
Yes,Electronic check,34.7,62.25,0822-GAVAP
No,Mailed check,107.95,313.6,5760-IFJOZ
No,Bank transfer (automatic),81.4,3775.85,2826-UWHIS
No,Electronic check,80,80,1448-PWKYE
Yes,Bank transfer (automatic),73.8,4616.05,7501-IWUNG
Yes,Credit card (automatic),64.4,195.65,4957-TREIR
Yes,Credit card (automatic),103.75,4188.4,7251-LJBQN
No,Mailed check,71.1,71.1,8040-MNRTF
Yes,Electronic check,49.9,49.9,1536-HBSWP
Yes,Bank transfer (automatic),24.6,1266.4,5313-FPXWG
Yes,Electronic check,49.25,91.1,0067-DKWBL
No,Mailed check,30.1,1623.4,0946-FKYTX
No,Bank transfer (automatic),83.4,4149.45,5076-YVXCM
Yes,Mailed check,20.45,20.45,8262-COGGB
Yes,Bank transfer (automatic),75.25,2344.5,6663-JOCQO
No,Credit card (automatic),20.55,1013.05,9620-QJREV
Yes,Credit card (automatic),75.1,270.7,2276-YDAVZ
Yes,Mailed check,20.05,417,2682-KEVRP
Yes,Mailed check,20.65,20.65,2480-JZOSN
Yes,Bank transfer (automatic),85.15,6316.2,0078-XZMHT
Yes,Electronic check,50.15,168.15,5896-NPFWW
Yes,Bank transfer (automatic),84.95,4018.05,9978-HYCIN
Yes,Credit card (automatic),66.5,4811.6,8338-QIUNR
Yes,Bank transfer (automatic),63.3,4189.7,1525-LNLOJ
No,Electronic check,83.15,2848.45,9450-TRJUU
Yes,Electronic check,84.9,2516.2,1766-GKNMI
Yes,Mailed check,20.55,33.6,6942-LBFDP
No,Mailed check,49.25,208.45,1456-TWCGB
Yes,Bank transfer (automatic),79.85,2015.35,7133-VBDCG
Yes,Mailed check,59.6,3739.8,7596-ZYWBB
Yes,Bank transfer (automatic),104.65,2964,8329-UTMVM
Yes,Credit card (automatic),75.3,2263.4,3014-WJKSM
No,Credit card (automatic),80.1,2211.8,3347-YJZZE
No,Mailed check,19.55,19.55,1029-QFBEN
Yes,Mailed check,81,1683.7,7929-DMBCV
Yes,Credit card (automatic),24.7,1519,9661-JALZV
Yes,Mailed check,86,1164.05,5433-KYGHE
No,Mailed check,25.4,1710.9,4312-KFRXN
Yes,Credit card (automatic),89.15,4245.55,5575-TPIZQ
No,Bank transfer (automatic),58.25,4145.9,0114-IGABW
Yes,Bank transfer (automatic),85.65,2664.3,9944-AEXBM
Yes,Credit card (automatic),50.35,1277.5,1853-ARAAQ
Yes,Credit card (automatic),80.35,5589.3,6952-OMNWB
No,Mailed check,20.2,34.75,4697-LUPSU
No,Credit card (automatic),20.55,1305.95,8434-VGEQQ
Yes,Electronic check,85.95,381.3,4952-YSOGZ
Yes,Electronic check,45.35,141.5,1589-AGTLK
Yes,Electronic check,94.5,3105.55,5244-IRFIH
Yes,Mailed check,21.25,204.55,6549-YMFAW
No,Mailed check,26.25,605.9,4950-HKQTE
Yes,Electronic check,80.85,356.1,6786-OBWQR
No,Credit card (automatic),91.7,2758.15,2684-EIWEO
Yes,Credit card (automatic),74.2,4805.65,2753-JMMCV
Yes,Electronic check,87.25,3941.7,6439-GTPCA
No,Mailed check,20.35,92.75,6621-YOBKI
Yes,Electronic check,75.5,1901.05,1216-JWVUX
No,Bank transfer (automatic),79.05,5730.7,7564-GHCVB
No,Bank transfer (automatic),90.15,2423.4,1173-NOEYG
No,Credit card (automatic),50.6,1653.45,7595-EHCDL
No,Credit card (automatic),110.45,3327.05,6647-ZEDXT
No,Credit card (automatic),101,7085.5,2521-NPUZR
Yes,Bank transfer (automatic),79.35,3344.1,1307-TVUFB
Yes,Bank transfer (automatic),89.85,6697.35,7503-MIOGA
Yes,Mailed check,65,2879.9,4381-MHQDC
Yes,Electronic check,80.45,137.1,6923-JHPMP
No,Electronic check,98.55,1008.55,5138-WVKYJ
Yes,Mailed check,24.1,1551.6,4018-PPNDW
Yes,Credit card (automatic),44.05,202.15,1635-FJFCC
Yes,Credit card (automatic),110.8,7882.25,2499-AJYUA
Yes,Bank transfer (automatic),114.95,8196.4,6919-ELBGL
No,Mailed check,75.05,202.9,3966-HRMZA
No,Mailed check,19.25,855.1,6425-JWTDV
Yes,Credit card (automatic),90.05,5817,8405-IGQFX
Yes,Mailed check,56.7,1652.95,8224-IVVPA
Yes,Credit card (automatic),80.15,5600.15,9477-LGWQI
Yes,Credit card (automatic),71.35,515.75,1410-RSCMR
No,Mailed check,20.25, ,3115-CZMZD
No,Electronic check,90.35,190.5,0139-IVFJG
Yes,Electronic check,98.55,1842.8,6683-VLCTZ
No,Bank transfer (automatic),19.7,1253.8,5730-DBDSI
No,Mailed check,19.85,57.2,0030-FNXPP
Yes,Bank transfer (automatic),85.9,1269.55,2189-WWOEW
Yes,Bank transfer (automatic),90.35,6563.4,5684-FJVYR
No,Mailed check,20.8,20.8,4013-GUXND
No,Electronic check,89.25,1907.85,1894-IGFSG
Yes,Electronic check,70.3,208.85,7379-POKDZ
No,Bank transfer (automatic),66.85,4758.8,1266-NZYUI
No,Mailed check,19.9,1292.6,7969-FFOWG
Yes,Mailed check,35.8,363.15,4718-DHSMV
Yes,Mailed check,78.85,1600.25,5175-WLYXL
No,Bank transfer (automatic),20.4,275.7,7817-OMJNA
Yes,Electronic check,74.25,3089.1,8728-SKJLR
No,Mailed check,64.8,1175.6,3137-NYQQI
Yes,Credit card (automatic),20.45,237.3,7706-DZNKK
Yes,Electronic check,93.35,1444.65,0236-HFWSV
No,Mailed check,19.9,19.9,3900-AQPHZ
Yes,Mailed check,88.9,454.15,5842-POCOP
Yes,Electronic check,95.8,3036.75,2037-XJFUP
Yes,Credit card (automatic),110.65,8065.65,8823-RLPWL
No,Mailed check,40.3,92.5,9505-SQFSW
Yes,Electronic check,82,184.65,7314-OXENN
Yes,Credit card (automatic),107,6152.3,3758-CKOQL
No,Electronic check,45.35,89.5,0322-CHQRU
Yes,Credit card (automatic),73.35,5154.5,5676-CFLYY
No,Mailed check,44.8,220.45,7521-AFHAB
Yes,Credit card (automatic),54.75,1510.3,0285-INHLN
Yes,Electronic check,52.2,52.2,4678-DVQEO
Yes,Bank transfer (automatic),40.6,2588.95,5125-CNDSP
Yes,Electronic check,110,4874.8,0691-IFBQW
No,Bank transfer (automatic),55.3,3983.6,4992-LTJNE
Yes,Bank transfer (automatic),60.85,2003.6,2202-OUTMO
No,Electronic check,78.4,1832.4,0810-BDHAW
No,Bank transfer (automatic),69.65,4908.25,0229-LFJAF
No,Credit card (automatic),59.85,3590.2,7131-ZQZNK
Yes,Credit card (automatic),76.9,5023,3442-ZHHCC
Yes,Mailed check,19.85,146.6,5726-CVNYA
No,Credit card (automatic),67.65,2339.3,9871-ELEYA
No,Credit card (automatic),45,298.7,4257-GAESD
Yes,Mailed check,64.2,143.65,5173-WXOQV
No,Credit card (automatic),81.7,2548.65,2040-OBMLJ
Yes,Bank transfer (automatic),25.55,507.4,6286-ZHAOK
No,Electronic check,20,20,3807-XHCJH
Yes,Electronic check,96.75,6125.4,3009-JWMPU
Yes,Credit card (automatic),75.65,5411.4,5671-RQRLP
Yes,Electronic check,98.5,1058.25,1450-GALXR
Yes,Mailed check,23.8,903.8,8859-AXJZP
Yes,Credit card (automatic),64.2,3009.5,3174-AKMAS
Yes,Electronic check,85.35,489.45,3138-BKYAV
Yes,Bank transfer (automatic),76.8,5468.45,9926-PJHDQ
No,Credit card (automatic),55.2,1058.1,7382-DFJTU
Yes,Credit card (automatic),108.55,7616,2798-NYLMZ
Yes,Electronic check,101.3,4113.1,4289-DTDKW
Yes,Electronic check,69.55,69.55,1820-TQVEV
Yes,Bank transfer (automatic),103.25,6017.65,2239-JALAW
Yes,Credit card (automatic),104,7250.15,4853-RULSV
No,Electronic check,25.25,1108.2,8098-TDCBU
No,Bank transfer (automatic),30.4,938.65,3551-GAEGL
No,Bank transfer (automatic),20.05,94.15,4785-NKHCX
Yes,Mailed check,84.6,2088.05,3196-NVXLZ
Yes,Mailed check,86.2,178.7,6275-YDUVO
Yes,Bank transfer (automatic),103.7,5656.75,0036-IHMOT
Yes,Electronic check,111.2,2317.1,0115-TFERT
Yes,Credit card (automatic),88,5986.45,4178-EGMON
Yes,Electronic check,106.35,6751.35,4220-TINQT
Yes,Credit card (automatic),79.15,3566.6,5318-YKDPV
Yes,Electronic check,103.1,4889.3,7975-TZMLR
Yes,Credit card (automatic),63.95,318.1,0295-QVKPB
Yes,Credit card (automatic),25.8,1563.95,4335-BSMJS
Yes,Credit card (automatic),89.45,1430.25,2311-QYMUQ
Yes,Bank transfer (automatic),95.6,644.35,3643-AHCFP
No,Mailed check,25.55,372.45,9146-JRIOX
No,Electronic check,90.95,5453.4,3104-OWCGK
Yes,Electronic check,44.85,1442.6,5337-IIWKZ
No,Electronic check,108.55,5610.7,9101-BWFSS
No,Credit card (automatic),25.05,963.95,9650-VBUOG
No,Credit card (automatic),74.1,5222.3,3487-EARAT
Yes,Electronic check,88.8,3340.55,2672-TGEFF
Yes,Electronic check,78.85,292.8,9231-ZJYAM
Yes,Electronic check,93.25,5774.55,4250-WAROZ
No,Credit card (automatic),71.4,4487.3,8184-WMOFI
No,Mailed check,44.4,44.4,6982-SSHFK
Yes,Credit card (automatic),79.2,2854.95,6092-QZVPP
No,Credit card (automatic),20.4,905.55,4625-LAMOB
Yes,Electronic check,100,5509.3,0727-BMPLR
Yes,Credit card (automatic),105,7589.8,0392-BZIUW
No,Bank transfer (automatic),19.8,229.6,1038-ZAGBI
Yes,Bank transfer (automatic),30.85,394.1,6549-NNDYT
Yes,Electronic check,89.9,89.9,3027-ZTDHO
No,Mailed check,20.55,295.95,0422-OHQHQ
Yes,Bank transfer (automatic),84.85,5459.2,6916-HIJSE
No,Credit card (automatic),33.15,444.75,2316-ESMLS
Yes,Credit card (automatic),92,6782.15,9778-OGKQZ
No,Credit card (automatic),89.8,6510.45,7408-OFWXJ
Yes,Bank transfer (automatic),115.8,8476.5,6007-TCTST
Yes,Mailed check,85.15,4461.85,2252-NKNSI
No,Mailed check,24.85,62,8713-IGZSO
Yes,Electronic check,64.35,352.65,7905-TVXTA
No,Credit card (automatic),20.5,1424.9,7695-PKLCZ
Yes,Electronic check,100.15,6413.65,2382-BCKQJ
No,Credit card (automatic),86.05,6309.65,8374-UULRV
No,Electronic check,50.8,50.8,2207-NHRJK
No,Electronic check,89,5898.6,3224-DFQNQ
Yes,Credit card (automatic),64.8,4719.75,5275-PMFUT
No,Credit card (automatic),19.8,457.3,4795-UXVCJ
No,Bank transfer (automatic),93.4,5822.3,9777-IQHWP
Yes,Electronic check,73.65,1463.5,0947-MUGVO
Yes,Electronic check,95.1,307.4,9944-HKVVB
Yes,Credit card (automatic),94.65,2104.55,4124-MMETB
Yes,Mailed check,80.6,319.15,3671-SHRSP
Yes,Bank transfer (automatic),39,2337.45,0979-MOZQI
Yes,Mailed check,20.5,104.3,2732-ISEZX
No,Electronic check,85.55,5084.65,3313-QKNKB
Yes,Mailed check,26.4,121.25,0323-XWWTN
Yes,Bank transfer (automatic),98.2,7015.9,1937-OTUKY
Yes,Credit card (automatic),97.55,5598,1573-LGXBA
No,Credit card (automatic),19.95,1269.1,1764-VUUMT
Yes,Electronic check,50.8,3027.4,5073-WXOYN
No,Bank transfer (automatic),99.7,4634.35,4713-ZBURT
Yes,Credit card (automatic),34.8,113.95,3050-GBUSH
No,Electronic check,105.1,1582.75,0207-MDKNV
No,Bank transfer (automatic),60.15,3077,7876-AEHIG
No,Electronic check,64.75,4039.5,7945-HLKEA
Yes,Bank transfer (automatic),54.65,1665.2,9342-VNIMQ
Yes,Electronic check,110.1,1043.3,9851-KIELU
No,Credit card (automatic),19.3,504.2,3523-BRGUW
No,Electronic check,83.9,497.55,3908-BLSYF
Yes,Electronic check,111.25,7511.65,3199-NPKCN
Yes,Credit card (automatic),35.8,1782,5170-PTRKA
Yes,Mailed check,20.05,20.05,4661-NJEUX
Yes,Electronic check,84.35,609.65,2123-AGEEN
Yes,Bank transfer (automatic),110.5,2857.6,1258-YMZNM
No,Credit card (automatic),91.2,3247.55,0048-LUMLS
Yes,Electronic check,100.55,6215.35,7549-MYGPK
No,Electronic check,89.3,2823,5898-IGSLP
Yes,Bank transfer (automatic),103.85,5017.9,3804-RVTGV
Yes,Credit card (automatic),81.1,2619.25,6259-WJQLC
No,Electronic check,24.6,24.6,9227-LUNBG
Yes,Credit card (automatic),81.2,4965.1,7997-EASSD
Yes,Credit card (automatic),94.3,2679.7,0730-KOAVE
Yes,Bank transfer (automatic),116.1,8310.55,8975-SKGRX
No,Electronic check,105.55,5682.25,0678-RLHVP
Yes,Bank transfer (automatic),98.9,1120.95,4315-MURBD
Yes,Credit card (automatic),94.4,4914.9,2267-FPIMA
No,Mailed check,19.5,27.55,1051-GEJLJ
No,Credit card (automatic),98.3,923.5,9734-YWGEX
No,Electronic check,93.85,1625.65,2719-BDAQO
Yes,Credit card (automatic),105.6,6068.65,5285-MVEHD
No,Credit card (automatic),81.35,5398.6,0379-DJQHR
Yes,Electronic check,100.5,918.6,0781-LKXBR
Yes,Electronic check,56.4,234.85,5543-QDCRY
Yes,Bank transfer (automatic),65.35,1231.85,0297-RBCSG
No,Mailed check,19.95,170.9,4694-PHWFW
Yes,Electronic check,111.25,7984.15,0835-JKADZ
Yes,Electronic check,72.85,688.65,1907-UBQFC
No,Credit card (automatic),89,1288.3,7508-SMHXL
Yes,Bank transfer (automatic),106.1,7848.5,3865-YIOTT
No,Credit card (automatic),20.05,267,5993-BQHEA
Yes,Bank transfer (automatic),25.2,1798.9,6024-RUGGH
Yes,Electronic check,73.55,73.55,6513-EECDB
Yes,Bank transfer (automatic),75.4,1643.55,3956-CJUST
Yes,Bank transfer (automatic),65.55,4807.45,4079-WWQQQ
Yes,Electronic check,80.7,2193,6103-BOCOU
Yes,Mailed check,104.55,2239.4,5149-TGWDZ
No,Bank transfer (automatic),24.15,1505.9,7471-WNSUF
No,Mailed check,20.45,255.35,8942-DBMHZ
Yes,Electronic check,75.4,1189.4,4301-VVZKA
Yes,Credit card (automatic),79.7,4786.15,9199-PWQVC
No,Electronic check,81.7,1820.9,4824-GUCBY
No,Bank transfer (automatic),76.3,2404.15,5393-HJZSM
Yes,Electronic check,79.4,205.05,7074-IEVOJ
Yes,Electronic check,81.15,952.3,9625-QSTYE
Yes,Credit card (automatic),103.75,7039.45,0862-PRCBS
No,Electronic check,86.45,2538.05,8812-ZRHFP
No,Bank transfer (automatic),75.1,1212.85,5146-CBVOE
No,Bank transfer (automatic),80.6,2651.1,0454-OKRCT
No,Credit card (automatic),19.3,1304.8,5787-KXGIY
Yes,Electronic check,84.6,360.1,4750-ZRXIU
Yes,Mailed check,33.6,435.45,4198-VFOEA
Yes,Electronic check,83.25,308.05,6630-UJZMY
No,Mailed check,80.85, ,5709-LVOEQ
Yes,Electronic check,79.05,434.5,6400-BWQKW
Yes,Credit card (automatic),108.05,7118.9,2692-AQCPF
No,Mailed check,19.9,320.45,0347-UBKUZ
No,Bank transfer (automatic),21.05,531.55,0835-DUUIQ
No,Electronic check,30.15,382.2,0811-GSDTP
Yes,Credit card (automatic),79.85,2001,7567-ECMCM
No,Bank transfer (automatic),65.5,4919.7,6115-ZTBFQ
Yes,Bank transfer (automatic),104.1,5645.8,6353-BRMMA
No,Bank transfer (automatic),74.4,215.8,6680-WKXRZ
Yes,Mailed check,20.5,77.6,6231-WFGFH
Yes,Mailed check,91.35,2896.55,9904-EHEVJ
Yes,Electronic check,99.05,3395.8,7028-DVOIQ
No,Bank transfer (automatic),20.5,759.35,6169-PPETC
No,Mailed check,44.95,85.15,4208-UFFGW
No,Electronic check,75.6,535.55,8584-KMVXD
No,Mailed check,55.1,1253.15,8467-WYNSR
No,Electronic check,58.95,955.15,0851-DFJKB
Yes,Electronic check,95.1,2162.6,5382-SOYZL
No,Credit card (automatic),44.7,44.7,9448-REEVD
No,Bank transfer (automatic),25.45,1813.35,3261-CQXOL
No,Electronic check,56.75,245.15,8388-FYNPZ
No,Bank transfer (automatic),81.75,2028.8,4002-BQWPQ
Yes,Electronic check,86.1,2723.75,5651-YLPRD
