PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Customer ID
No,No ,DSL,Yes,No,No,Yes,No,No,6122-EFVKN
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,2805-EDJPQ
Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,6862-CQUMB
Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,7156-MXBJE
No,No,DSL,No,No,No,No,No,No,6158-HDPXZ
Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,9601-BRXPO
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2863-IMQDR
Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,5686-CMAWK
Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,5651-CRHKQ
Yes,No,DSL,No,Yes,No,No,No,No,6905-NIQIN
No,No ,DSL,Yes,Yes,Yes,Yes,Yes,Yes,8204-YJCLA
Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,5167-ZFFMM
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,6583-SZVGP
Yes,No,No,No,No,No,No,No,No,4895-TMWIR
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,0533-BNWKF
No,No ,DSL,Yes,Yes,Yes,Yes,No,Yes,1708-PBBOA
Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,8782-LKFPK
Yes,No,DSL,No,No,No,No,No,No,5522-JBWMO
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,3597-MVHJT
Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,9774-NRNAU
Yes,No,DSL,No,No,No,No,No,No,0224-RLWWD
Yes,No,No,No,No,No,No,No,No,9967-ATRFS
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,3951-NJCVI
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2977-CEBSX
Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,0177-PXBAT
Yes,No,Fiber optic,No,Yes,No,No,No,No,6599-CEBNN
No,No,DSL,No,No,Yes,Yes,Yes,Yes,2519-ERQOJ
Yes,No,No,No,No,No,No,No,No,5876-QMYLD
Yes,No,No,No,No,No,No,No,No,2277-AXSDC
Yes,No,No,No,No,No,No,No,No,9442-JTWDL
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0979-PHULV
Yes,No,DSL,Yes,No,No,Yes,No,No,3067-SVMTC
Yes,No,No,No,No,No,No,No,No,5495-GPSRW
Yes,No,No,No,No,No,No,No,No,7606-BPHHN
Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,4742-DRORA
Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,0111-KLBQG
Yes,No,No,No,No,No,No,No,No,4800-VHZKI
Yes,No,No,No,No,No,No,No,No,7989-CHGTL
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,0334-GDDSO
Yes,Yes,No,No,No,No,No,No,No,4163-NCJAK
Yes,Yes,Fiber optic,No,No,No,No,No,No,5233-AOZUF
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,5973-EJGDP
Yes,No,Fiber optic,No,No,No,No,No,No,1996-DBMUS
Yes,No,Fiber optic,No,Yes,No,No,No,No,7916-VCCPB
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,4686-GEFRM
Yes,Yes,No,No,No,No,No,No,No,5249-QYHEX
Yes,No,Fiber optic,No,Yes,No,No,No,Yes,0578-SKVMF
Yes,No,Fiber optic,No,No,Yes,No,No,No,5564-NEMQO
Yes,Yes,No,No,No,No,No,No,No,2233-FAGXV
Yes,No,Fiber optic,No,No,No,No,No,No,5605-IYGFG
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,7663-ZTEGJ
Yes,Yes,No,No,No,No,No,No,No,3935-TBRZZ
No,No ,DSL,Yes,Yes,Yes,No,No,No,8111-BKVDS
Yes,Yes,DSL,No,No,No,No,No,No,2055-SIFSS
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,2806-MLNTI
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,8734-DKSTZ
Yes,Yes,Fiber optic,No,No,No,No,No,No,4360-PNRQB
Yes,Yes,DSL,Yes,No,No,Yes,No,No,6152-ONASV
Yes,No,No,No,No,No,No,No,No,9063-ZGTUY
No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,7781-HVGMK
Yes,No,DSL,Yes,No,Yes,No,No,No,2181-UAESM
Yes,No,DSL,No,No,No,No,No,No,2957-LOLHO
Yes,No,No,No,No,No,No,No,No,6048-NJXHX
No,No,DSL,No,No,Yes,Yes,Yes,No,2320-SLKMB
Yes,No,No,No,No,No,No,No,No,4980-URKXC
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,4376-KFVRS
Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,5886-VLQVU
Yes,No,DSL,No,No,Yes,Yes,No,No,3577-AMVUX
Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,0771-WLCLA
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,5628-RKIFK
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0206-TBWLC
Yes,Yes,DSL,Yes,No,No,No,No,Yes,2937-FTHUR
Yes,No,Fiber optic,No,No,No,No,No,Yes,1910-FMXJM
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7752-XUSCI
Yes,No,Fiber optic,No,No,No,No,No,No,4110-PFEUZ
Yes,Yes,No,No,No,No,No,No,No,0732-OCQOC
Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,5168-MSWXT
Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,1090-ESELR
Yes,Yes,No,No,No,No,No,No,No,8592-PLTMQ
Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,5760-WRAHC
No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,8847-GEOOQ
Yes,No,Fiber optic,No,No,No,No,No,Yes,0256-LTHVJ
Yes,Yes,No,No,No,No,No,No,No,4785-FCIFB
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,8313-NDOIA
Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,5149-CUZUJ
Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,0942-KOWSM
Yes,No,No,No,No,No,No,No,No,4237-CLSMM
Yes,Yes,Fiber optic,No,No,No,No,No,No,1452-VOQCH
Yes,No,No,No,No,No,No,No,No,4719-UMSIY
Yes,No,DSL,No,Yes,No,No,Yes,Yes,6614-VBEGU
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0880-TKATG
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,3811-VBYBZ
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,1480-BKXGA
No,No ,DSL,No,No,No,Yes,No,Yes,2996-XAUVF
Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,9076-AXYIK
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,5968-XQIVE
Yes,No,No,No,No,No,No,No,No,8896-RAZCR
Yes,No,DSL,No,No,No,No,No,Yes,4640-UHDOS
Yes,No,No,No,No,No,No,No,No,4933-IKULF
Yes,No,DSL,No,No,No,No,No,Yes,3583-EKAPL
Yes,No,DSL,No,No,Yes,No,Yes,Yes,1304-BCCFO
Yes,No,DSL,Yes,No,No,Yes,No,No,4104-PVRPS
Yes,No,Fiber optic,No,Yes,No,No,No,No,9399-APLBT
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,2359-KMGLI
Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,3780-DDGSE
Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,4431-EDMIQ
Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,0306-JAELE
Yes,No,Fiber optic,No,No,No,No,No,No,6227-HWPWX
Yes,No,No,No,No,No,No,No,No,0486-LGCCH
No,No,DSL,Yes,No,Yes,No,No,Yes,0447-BEMNG
Yes,No,Fiber optic,No,No,No,No,No,Yes,4612-SSVHJ
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,5168-MQQCA
Yes,No,Fiber optic,No,Yes,No,No,Yes,No,5949-XIKAE
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,7971-HLVXI
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,9094-AZPHK
Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,3649-JPUGY
No,No ,DSL,Yes,No,Yes,Yes,Yes,No,4472-LVYGI
Yes,Yes,Fiber optic,No,No,No,No,No,No,8372-JUXUI
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,3552-CTCYF
Yes,No,DSL,No,Yes,No,No,Yes,No,6778-YSNIH
Yes,No,Fiber optic,Yes,No,No,No,No,No,0388-EOPEX
Yes,Yes,DSL,No,Yes,No,No,No,Yes,5756-OZRIO
Yes,No,No,No,No,No,No,No,No,6579-JPICP
No,No,DSL,No,Yes,Yes,No,No,Yes,8205-OTCHB
Yes,No,DSL,Yes,Yes,No,Yes,No,No,4134-BSXLX
Yes,No,No,No,No,No,No,No,No,0505-SPOOW
No,No,DSL,No,Yes,No,No,No,No,6235-VDHOM
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,7783-YKGDV
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,4374-YMUSQ
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,4513-CXYIX
Yes,Yes,DSL,Yes,No,No,No,No,Yes,3957-HHLMR
Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,7803-XOCCZ
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,5736-YEJAX
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,5609-CEBID
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,8981-FJGLA
Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,7218-HKQFK
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,4636-QRJKY
Yes,No,No,No,No,No,No,No,No,1135-LMECX
Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,4332-MUOEZ
Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,8535-SFUTN
Yes,Yes,Fiber optic,No,No,No,No,No,No,5956-VKDTT
Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,8677-HDZEE
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,2475-MROZF
Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,9412-GHEEC
Yes,No,DSL,Yes,No,No,Yes,No,No,3482-ABPKK
Yes,No,Fiber optic,No,No,No,No,No,No,6705-LXORM
Yes,No,Fiber optic,Yes,No,No,No,No,No,0257-ZESQC
Yes,No,No,No,No,No,No,No,No,7531-GQHME
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,5174-ITUMV
Yes,Yes,DSL,No,No,No,No,No,No,4109-CYRBD
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,0913-XWSCN
Yes,Yes,Fiber optic,No,No,No,No,No,No,6825-UYPFK
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,8397-MVTAZ
Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,0750-EBAIU
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,8606-CIQUL
Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,3571-DPYUH
Yes,No,No,No,No,No,No,No,No,7601-GNDYK
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,0356-OBMAC
Yes,No,No,No,No,No,No,No,No,8067-NIOYM
Yes,No,No,No,No,No,No,No,No,1403-GYAFU
Yes,No,Fiber optic,No,No,No,No,Yes,No,4234-XTNEA
Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,1297-VQDRP
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,9282-IZGQK
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,5348-CAGXB
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,0621-HJWXJ
Yes,No,DSL,Yes,Yes,Yes,No,No,No,5844-QVTAT
Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,8905-IAZPF
Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,5394-MEITZ
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,6859-QNXIQ
Yes,Yes,DSL,No,No,No,No,No,Yes,2782-LFZVW
Yes,No,No,No,No,No,No,No,No,2866-IKBTM
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,1342-JPNKI
No,No,DSL,Yes,No,No,Yes,Yes,No,2817-NTQDO
Yes,No,Fiber optic,No,No,No,No,No,Yes,7129-AZJDE
Yes,No,Fiber optic,No,Yes,No,No,Yes,No,6986-IJDHX
Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,2560-PPCHE
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,4676-MQUEA
Yes,No,No,No,No,No,No,No,No,8138-EALND
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,3580-HYCSP
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,1352-HNSAW
Yes,No,No,No,No,No,No,No,No,2075-PUEPR
Yes,Yes,No,No,No,No,No,No,No,1982-FEBTD
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,5301-GAUUY
Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,5791-KAJFD
Yes,No,No,No,No,No,No,No,No,2654-VBVPB
Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,1154-HYWWO
Yes,No,Fiber optic,No,No,No,No,No,No,2501-XWWTZ
Yes,No,DSL,No,No,No,Yes,No,No,3716-UVSPD
Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,6815-ABQFQ
Yes,Yes,No,No,No,No,No,No,No,7343-EOBEU
Yes,No,DSL,Yes,No,No,No,Yes,Yes,3701-SFMUH
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6103-LIANB
Yes,No,DSL,No,No,Yes,Yes,Yes,No,7319-VENRZ
Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,5846-NEQVZ
Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,6967-QIQRV
Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,5781-RFZRP
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0939-YAPAF
No,No ,DSL,No,Yes,Yes,Yes,No,No,0308-IVGOK
Yes,No,No,No,No,No,No,No,No,7293-LSCDV
Yes,Yes,DSL,No,Yes,No,Yes,No,No,7025-WCBNE
Yes,No,DSL,No,No,Yes,Yes,No,Yes,5756-JYOJT
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,4710-FDUIZ
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,6030-REHUX
Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,9548-LIGTA
Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,5150-LJNSR
Yes,No,Fiber optic,No,No,No,No,No,No,8270-RKSAP
Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,6522-YRBXD
Yes,No,No,No,No,No,No,No,No,2640-LYMOV
Yes,No,No,No,No,No,No,No,No,1218-VKFPE
Yes,No,Fiber optic,Yes,No,No,No,No,No,3627-FHKBK
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,2865-TCHJW
Yes,No,No,No,No,No,No,No,No,1423-BMPBQ
Yes,No,No,No,No,No,No,No,No,2393-DIVAI
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,5192-EBGOV
Yes,No,DSL,Yes,Yes,No,No,Yes,No,4568-KNYWR
Yes,No,No,No,No,No,No,No,No,8752-IMQOS
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,0742-LAFQK
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0795-LAFGP
Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,0619-OLYUR
Yes,Yes,No,No,No,No,No,No,No,5512-IDZEI
Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,0459-SPZHJ
Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,0215-BQKGS
Yes,No,DSL,No,No,No,No,No,No,9244-ZVAPM
Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,0719-SYFRB
No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,8208-EUMTE
Yes,Yes,DSL,No,No,No,Yes,No,Yes,5172-MIGPM
Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,1710-RCXUS
Yes,No,No,No,No,No,No,No,No,0374-FIUCA
Yes,No,Fiber optic,No,No,No,Yes,No,No,5839-SUYVZ
Yes,No,No,No,No,No,No,No,No,5173-ZXXXL
Yes,Yes,Fiber optic,No,No,No,No,No,No,1096-ADRUX
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,2001-MCUUW
Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,2731-GJRDG
Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,4723-BEGSG
Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,6516-NKQBO
Yes,No,DSL,No,No,No,Yes,No,No,8672-OAUPW
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,8207-DMRVL
Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,3419-SNJJD
No,No ,DSL,No,Yes,No,No,No,No,6543-CPZMK
Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,4765-OXPPD
Yes,No,No,No ,No ,No ,No ,No ,No ,2804-ETQDK
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,6689-VRRTK
Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,7138-GIRSH
Yes,Yes,DSL,No,No,No,No,No,No,9396-ZSFLL
No,No,DSL,No,No,No,No,No,No,6464-KEXXH
Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,7134-MJPDY
Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,5240-CAOYT
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,4059-IIEBK
No,No ,DSL,No,No,No,No,No,Yes,4881-JVQOD
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,0516-UXRMT
Yes,No,Fiber optic,No,No,Yes,No,Yes,No,4851-BQDNX
Yes,No,No,No,No,No,No,No,No,5148-HKFIR
Yes,No,No,No,No,No,No,No,No,1009-IRMNA
Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,3003-CMDUU
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,5016-IBERQ
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,6797-UCJHZ
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,2469-DTSGX
Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,4554-YGZIH
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,5099-BAILX
Yes,Yes,DSL,Yes,No,No,No,No,No,9931-KGHOA
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,1775-KWJKQ
Yes,No,No,No,No,No,No,No,No,7665-VIGUD
No,No,DSL,Yes,No,No,Yes,Yes,Yes,9411-TPQQV
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7207-RMRDB
Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,7954-MLBUN
Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,2077-DDHJK
Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,4913-EHYUI
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,0195-IESCP
Yes,Yes,No,No,No,No,No,No,No,9574-BOSMD
Yes,No,DSL,No,No,No,No,Yes,No,4580-TMHJU
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,0970-ETWGE
Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,4908-XAXAY
Yes,Yes,No,No,No,No,No,No,No,8404-VLQFB
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,1626-ERCMM
Yes,No,DSL,No,No,No,No,No,No,0887-HJGAR
Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,2391-IPLOP
Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,5644-PDMZC
Yes,No,Fiber optic,No,No,No,No,No,No,3509-GWQGF
Yes,No,Fiber optic,No,No,No,No,No,No,9576-ANLXO
Yes,No,Fiber optic,No,No,Yes,No,No,No,2024-BASKD
Yes,No,No,No,No,No,No,No,No,5845-BZZIB
Yes,Yes,No,No,No,No,No,No,No,1140-UKVZG
Yes,No,No,No,No,No,No,No,No,4160-AMJTL
Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,5183-SNMJQ
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,8100-PNJMH
Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,7838-LAZFO
Yes,No,No,No ,No ,No ,No ,No ,No ,4464-JCOLN
Yes,No,No,No ,No ,No ,No ,No ,No ,2085-JVGAD
No,No,DSL,No ,No,No,No,No,No,5650-VDUDS
Yes,No,DSL,No ,No,No,No,No,No,8095-WANWK
Yes,No,No,No ,No ,No ,No ,No ,No ,3030-ZKIWL
Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,9565-FLVCG
Yes,No,No,No ,No ,No ,No ,No ,No ,8755-OGKNA
Yes,No,Fiber optic,No,No,Yes,No,No,No,2800-VEQXM
Yes,No,Fiber optic,No,No,No,No,No,No,7538-GWHML
No,No,DSL,No,No,Yes,No,No,No,5533-RJFTJ
Yes,No,DSL,No,No,No,No,No,No,3859-CVCET
No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,0214-JHPFW
Yes,No,No,No,No,No,No,No,No,5642-MHDQT
Yes,Yes,No,No,No,No,No,No,No,3088-FVYWK
Yes,Yes,Fiber optic,No,No,No,No,No,No,3276-HDUEG
Yes,Yes,No,No,No,No,No,No,No,9092-GDZKO
No,No ,DSL,No,Yes,No,No,Yes,Yes,0823-HSCDJ
Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,3729-OWRVL
Yes,Yes,No,No ,No ,No ,No ,No ,No ,2324-AALNO
No,No,DSL,No,No,No,No,No,Yes,0822-GAVAP
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,5760-IFJOZ
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,2826-UWHIS
Yes,No,Fiber optic,No,No,No,No,No,Yes,1448-PWKYE
Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,7501-IWUNG
Yes,No,DSL,Yes,No,No,Yes,Yes,No,4957-TREIR
Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,7251-LJBQN
Yes,No,Fiber optic,No,No,No,No,No,No,8040-MNRTF
Yes,No,DSL,No,No,No,Yes,No,No,1536-HBSWP
Yes,Yes,No,No,No,No,No,No,No,5313-FPXWG
Yes,No,DSL,Yes,No,No,No,No,No,0067-DKWBL
No,No,DSL,No,Yes,No,No,No,No,0946-FKYTX
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,5076-YVXCM
Yes,No,No,No ,No ,No ,No ,No ,No ,8262-COGGB
Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,6663-JOCQO
Yes,No,No,No ,No ,No ,No ,No ,No ,9620-QJREV
Yes,Yes,Fiber optic,No ,No,No,No,No,No,2276-YDAVZ
Yes,No,No,No ,No ,No ,No ,No ,No ,2682-KEVRP
Yes,No,No,No ,No ,No ,No ,No ,No ,2480-JZOSN
Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,0078-XZMHT
Yes,No,DSL,No,No,Yes,No,No,No,5896-NPFWW
Yes,No,Fiber optic,No,Yes,No,No,Yes,No,9978-HYCIN
Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,8338-QIUNR
Yes,Yes,DSL,No,No,Yes,No,Yes,No,1525-LNLOJ
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,9450-TRJUU
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,1766-GKNMI
Yes,No,No,No,No,No,No,No,No,6942-LBFDP
Yes,No,DSL,No,Yes,No,No,No,No,1456-TWCGB
Yes,No,Fiber optic,Yes,Yes,No,No,No,No,7133-VBDCG
Yes,No,DSL,Yes,Yes,No,Yes,No,No,7596-ZYWBB
Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,8329-UTMVM
Yes,No,Fiber optic,No,No,Yes,No,No,No,3014-WJKSM
Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,3347-YJZZE
Yes,No,No,No,No,No,No,No,No,1029-QFBEN
Yes,No,Fiber optic,No,No,Yes,Yes,No,No,7929-DMBCV
Yes,Yes,No,No,No,No,No,No,No,9661-JALZV
Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,5433-KYGHE
Yes,Yes,No,No ,No ,No ,No ,No ,No ,4312-KFRXN
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,5575-TPIZQ
No,No ,DSL,No,Yes,Yes,Yes,Yes,Yes,0114-IGABW
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,9944-AEXBM
No,No ,DSL,No,No,Yes,No,Yes,Yes,1853-ARAAQ
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,6952-OMNWB
Yes,No,No,No,No,No,No,No,No,4697-LUPSU
Yes,No,No,No,No,No,No,No,No,8434-VGEQQ
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,4952-YSOGZ
Yes,No,DSL,No,No,No,No,No,No,1589-AGTLK
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5244-IRFIH
Yes,No,No,No,No,No,No,No,No,6549-YMFAW
Yes,Yes,No,No,No,No,No,No,No,4950-HKQTE
Yes,No,Fiber optic,No,No,No,No,Yes,No,6786-OBWQR
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,2684-EIWEO
Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,2753-JMMCV
Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,6439-GTPCA
Yes,No,No,No,No,No,No,No,No,6621-YOBKI
Yes,No,Fiber optic,No,Yes,No,No,No,No,1216-JWVUX
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,7564-GHCVB
Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,1173-NOEYG
No,No ,DSL,No,No,Yes,No,Yes,Yes,7595-EHCDL
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,6647-ZEDXT
Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,2521-NPUZR
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,1307-TVUFB
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,7503-MIOGA
Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,4381-MHQDC
Yes,No,Fiber optic,Yes,No,Yes,No,No,No,6923-JHPMP
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,5138-WVKYJ
Yes,Yes,No,No ,No ,No ,No ,No ,No ,4018-PPNDW
Yes,No,DSL,No,No,No,No,No,No,1635-FJFCC
